<size\=24>……混蛋。</size>	<size\=24>...ไอ้เลวทราม</size>
<size\=24>「你道我是跟你说笑吗？快把红豆糕拿来！</size><size\=24>否则本女侠就把你妹子衣裳剥个精光，看看藏宝图什么模样，</size><size\=24>再拿藏宝图的宝藏去买数之不尽的点心！」</size>	<size\=24>「เจ้าคิดว่าข้ากำลังพูดเล่นกับเจ้าหรือ? รีบเอาขนมถั่วแดงมาให้ไว!</size><size\=24>มิเช่นนั้นจอมยุทธ์หญิงผู้นี้จะถอดเสื้อผ้าน้องสาวเจ้าออกจนเกลี้ยง ดูให้รู้ว่าแผนที่ขุมทรัพย์หน้าตาเป็นอย่างไร</size><size\=24>แล้วเอาสมบัติจากแผนที่ขุมทรัพย์ไปซื้อขนมนับไม่ถ้วน!」</size>
<size\=24>三师兄，你看师弟，一双眼睛直勾勾盯着人家上官千金。</size>	<size\=24>พี่สาม ท่านดูศิษย์น้องสิ สายตาจ้องเขม็งไม่ละคุณหนูซ่างกวนเลย</size>
<size\=24>三师兄，你跟我讲干嘛？</size><size\=24>我又帮不上什么忙。</size>	<size\=24>พี่สาม ท่านมาบอกข้าทำไม?</size><size\=24>ข้าก็ช่วยอะไรไม่ได้อยู่ดี</size>
<size\=24>三师兄，先别高兴得太早，难关还没过呢。</size>	<size\=24>พี่สาม อย่าเพิ่งดีใจเร็วไปนัก ด่านหินยังผ่านไปไม่ได้เลย</size>
<size\=24>上官大人的刀法远胜于我，非同小可，留心。</size>	<size\=24>วิชาดาบของท่านซ่างกวนเหนือกว่าข้ามากนัก มิใช่เรื่องเล่นๆ จงระวังตัวไว้</size>
<size\=24>上官姑娘，此事兹事体大。</size><size\=24>此中利弊还须慢慢分说，徐图缓进为好。</size><size\=24>太着急的话，反而会把好事给说坏了。</size>	<size\=24>คุณหนูซ่างกวน เรื่องนี้เป็นเรื่องใหญ่ยิ่งนัก</size><size\=24>ในเรื่องได้เสียนี้ยังต้องค่อยๆ อธิบายกันไป ค่อยเป็นค่อยไปจะดีกว่า</size><size\=24>หากใจร้อนเกินไป กลับจะทำให้เรื่องดีกลายเป็นเรื่องร้ายไปเสีย</size>
<size\=24>上官家的千金不愧是大家闺秀，乖乖不得了，听上去本领大的很啊。</size><size\=24>谈吐确是不凡，难得生得还这般好看。</size>	<size\=24>คุณหนูตระกูลซ่างกวนสมกับเป็นกุลสตรีจากตระกูลใหญ่จริงๆ เรียบร้อยเหลือเกิน ฟังดูฝีมือสูงส่งยิ่งนัก</size><size\=24>วาจาก็ไม่ธรรมดาจริงๆ ยังหาได้ยากที่จะงามพร้อมเพียงนี้</size>
<size\=24>不不不不不用，不是这样的爷爷。</size><size\=24>我我、我对唐小娘子没有那种想法，硬要说的话……。</size>	<size\=24>ไม่ไม่ไม่ไม่ไม่ต้องหรอก ไม่ใช่อย่างนั้นท่านปู่</size><size\=24>ข้า ข้า ข้าไม่ได้คิดอย่างนั้นกับคุณหนูตระกูลถังเลย หากจะให้พูดตามตรงแล้ว……</size>
<size\=24>不值得的……我本来就会死，再怎么拖延都一样，你却不同。</size><size\=24>坠崖没死，已经是老天恩赐了呀。</size>	<size\=24>ไม่คุ้มหรอก...ข้าเองก็ต้องตายอยู่แล้ว จะถ่วงเวลาไปอย่างไรก็เหมือนกัน แต่เจ้าน่ะต่างออกไป</size><size\=24>ตกหน้าผาแล้วไม่ตาย ก็นับว่าฟ้าดินเมตตาประทานมาแล้วนะ</size>
<size\=24>不做兄妹，可以退而求其次……</size>	<size\=24>ถ้าไม่เป็นพี่น้องกัน จะยอมรับสิ่งรองลงมาก็ได้นะ……</size>
<size\=24>不可！万万不可！</size><size\=24>岂有此理，来人，快和本官一起大喊！不可以！</size>	<size\=24>ไม่ได้! ไม่ได้เด็ดขาด!</size><size\=24>ไร้เหตุผลสิ้นดี คนมาเร็ว ตะโกนไปพร้อมกับข้าราชการผู้นี้เร็ว! ไม่ได้!</size>
<size\=24>不妙，又要开始了！</size>	<size\=24>ไม่ดีแล้ว จะเริ่มอีกแล้ว!</size>
<size\=24>不是不争，但还不是时候。</size><size\=24>掌派人年轻，要等各派前辈先推却一轮，再提名讳，才合乎礼数。</size>	<size\=24>ไม่ใช่ว่าจะไม่แย่งชิง แต่ยังไม่ถึงเวลาต่างหาก</size><size\=24>ผู้จะขึ้นเป็นเจ้าสำนักยังอ่อนวัย ต้องรอให้ผู้อาวุโสแต่ละสำนักปฏิเสธกันเสียก่อนรอบหนึ่ง จึงค่อยเอ่ยนามเสนอ จึงจะถูกต้องตามธรรมเนียม</size>
<size\=24>不然呢？快走快走～</size>	<size\=24>ไม่งั้นจะให้ทำอย่างไรล่ะ? ไปเร็วๆ ไปเร็วๆ～</size>
<size\=24>不能说这种话，唐门心胸最狭窄，</size><size\=24>你要面子说来日再讨教，他们是真的会找到你家里去的！</size>	<size\=24>พูดแบบนี้ไม่ได้หรอก สำนักถังใจแคบที่สุดแล้ว</size><size\=24>เจ้าเอาหน้าไว้พูดว่าไว้วันหลังค่อยมาขอเรียนรู้ พวกเขาจะตามไปถึงบ้านเจ้าจริงๆ นะ!</size>
<size\=24>不行，本梅心胸狭窄，吃了亏，就一定要报复回来。</size><size\=24>在你害臊的地方狠狠咬上一口，真咬会留疤的那种，你做好觉悟吧。</size>	<size\=24>ไม่ได้หรอก ตัวเหมยนี้ใจแคบ หากถูกเอาเปรียบแล้วต้องแก้แค้นคืนให้ได้</size><size\=24>จะกัดตรงที่เจ้าอายที่สุดให้เจ็บสาสม แบบที่กัดจริงจนเป็นแผลเป็นเลย เตรียมใจไว้ให้ดีเถิด</size>
<size\=24>不要一直张望，小心惹怒了他，动作小点！</size>	<size\=24>อย่ามองโน่นมองนี่อยู่เรื่อย ระวังจะไปยั่วโทสะเขาเข้า ขยับตัวให้เบาหน่อย!</size>
<size\=24>不要凶我……。</size>	<size\=24>อย่าดุข้าเลย……</size>
<size\=24>不许你再恶狠狠的瞪着我。</size>	<size\=24>ห้ามเจ้าจ้องข้าด้วยสายตาดุร้ายอย่างนั้นอีก</size>
<size\=24>不谢。</size>	<size\=24>ไม่ต้องขอบคุณเจ้าค่ะ</size>
<size\=24>丹霞子师兄！没看见掌派人冲你摇头摇手吗！</size>	<size\=24>พี่ตันเสียจื่อ! ไม่เห็นหรือว่าผู้จะขึ้นเป็นเจ้าสำนักส่ายหัวส่ายมือใส่ท่านอยู่!</size>
<size\=24>为了小师妹的将来，我们是不是应该趁现在跟他拚了？</size><size\=24>宰了这家伙，再劝小师妹重新找过一个靠得住的。</size>	<size\=24>เพื่ออนาคตของศิษย์น้องคนเล็ก พวกเราควรจะถือโอกาสนี้สู้กับมันหรือไม่?</size><size\=24>ฆ่าไอ้นี่ทิ้งเสีย แล้วค่อยเกลี้ยกล่อมศิษย์น้องคนเล็กให้ไปหาคนที่ไว้ใจได้ใหม่</size>
<size\=24>为师正用传音入密的内功和你说话。</size><size\=24>你用不着答我，反正我也听不见，你若听懂了，就点一点头。</size>	<size\=24>อาจารย์กำลังใช้วิชากำลังภายในส่งเสียงเข้าหูพูดกับเจ้าอยู่</size><size\=24>เจ้าไม่ต้องตอบข้าหรอก อย่างไรข้าก็ไม่ได้ยินอยู่ดี หากเจ้าเข้าใจแล้ว ก็พยักหน้าสักที</size>
<size\=24>主要是我的傲骨与尊严已经被你粉碎了。</size>	<size\=24>ที่สำคัญคือความหยิ่งทะนงและศักดิ์ศรีของข้าถูกเจ้าทำลายจนแหลกไปหมดแล้ว</size>
<size\=24>二师兄，山上好像有「那个」啊。</size>	<size\=24>พี่รอง บนเขาดูเหมือนจะมี "สิ่งนั้น" อยู่นะ</size>
<size\=24>云裳！慢点！</size>	<size\=24>หวินฉาง! ช้าๆ หน่อย!</size>
<size\=24>云裳，你怎能说这些伤人的话？</size>	<size\=24>หวินฉาง เจ้าพูดคำที่ทำร้ายจิตใจแบบนี้ได้อย่างไร?</size>
<size\=24>云裳，你是知道我性子的，本公子向来眼里容不下沙子，得理定不饶人。</size><size\=24>你兄长云舟不在，青城山上，根本没有人能阻止我做任何事。</size><size\=24>只要本公子不愿相饶，今日绝无善罢之理。</size>	<size\=24>หวินฉาง เจ้าก็รู้จักนิสัยข้าดี ตัวข้านี้ไม่เคยยอมให้เศษทรายเข้าตาแม้แต่น้อย เมื่อมีเหตุผลอยู่ในมือแล้วไม่มีทางปล่อยผ่าน</size><size\=24>พี่ชายเจ้าหวินโจวก็ไม่อยู่ บนเขาชิงเฉิงนี้ไม่มีใครห้ามข้าทำอะไรได้เลย</size><size\=24>ตราบใดที่ตัวข้าไม่ยอมให้อภัย วันนี้ไม่มีทางจบลงด้วยดีเป็นแน่</size>
<size\=24>云裳，趁他们说话，你听着。</size>	<size\=24>หวินฉาง ระหว่างที่พวกเขาคุยกัน เจ้าฟังข้าไว้นะ</size>
<size\=24>人家帮着你，你不知感恩还拆我台～</size>	<size\=24>ข้าช่วยเจ้าตั้งนาน เจ้าไม่รู้จักสำนึกบุญคุณ ยังจะรื้อไม้รื้อมือข้าอีก～</size>
<size\=24>什么唐门大侠，有什么了不起，呸。</size>	<size\=24>อะไรกันจอมยุทธ์สำนักถัง มีอะไรน่าเกรงขามกันนักหนา ชิ๊!</size>
<size\=24>什么意思？他这是要放我们走吗？</size>	<size\=24>หมายความว่าอย่างไร? เขาจะปล่อยพวกเราไปหรือ?</size>
<size\=24>仁兄不要，你一讲，他就要发脾气了。</size><size\=24>我们这桌有这两个活宝，别再添油以免他们又吵起来。</size>	<size\=24>พี่ชายเอ๋ย อย่าเลย เจ้าพูดออกไปเมื่อไหร่ เขาต้องโมโหแน่</size><size\=24>โต๊ะเรานี้มีตัวป่วนสองคนนี้อยู่แล้ว อย่าไปเติมเชื้อไฟอีกเดี๋ยวพวกเขาทะเลาะกันขึ้นมาอีก</size>
<size\=24>从谈话至今他的姿态都像个外行人，如此托大，是在引诱咱们先出手吧？</size><size\=24>好险，差点就上当了，我刚刚好几次想试着动手打他。</size>	<size\=24>ตั้งแต่คุยกันมาจนถึงตอนนี้ ท่าทีของเขาเหมือนมือสมัครเล่นตลอด อวดใหญ่ขนาดนี้ เป็นการล่อให้พวกเราลงมือก่อนหรือเปล่า?</size><size\=24>เกือบไปแล้ว เกือบตกหลุมพรางเขาเข้าให้ เมื่อกี้ข้าคิดจะลองลงมือตีเขาอยู่หลายครั้ง</size>
<size\=24>他孤身来到蜀中找人打架，又怕强龙不压地头蛇，所以要咱们广邀武师助阵来着。</size>	<size\=24>เขามาเสฉวนคนเดียวเพื่อหาคนสู้ แต่ก็กลัวว่ามังกรต่างถิ่นจะสู้งูเจ้าถิ่นไม่ได้ จึงอยากให้พวกเราเชิญครูมวยมาช่วยงานให้มากๆ</size>
<size\=24>他意思是说，人只要活得正直，便不须靠侥幸来避祸。</size><size\=24>换言之便是骨头硬得很的意思。</size>	<size\=24>ความหมายของเขาคือ ตราบใดที่คนเราใช้ชีวิตอย่างเที่ยงธรรม ก็ไม่จำเป็นต้องพึ่งโชคช่วยหลบเลี่ยงภัย</size><size\=24>กล่าวอีกนัยหนึ่งก็คือมีกระดูกแข็งยิ่งนักนั่นเอง</size>
<size\=24>他是不是信了我的屁话？</size>	<size\=24>เขาเชื่อคำพูดไร้สาระของข้าจริงๆ หรือ?</size>
<size\=24>他是我未来夫婿，能对我怎样？要你多管闲事。</size>	<size\=24>เขาเป็นสามีในอนาคตของข้า จะทำอะไรข้าได้? ไม่ต้องให้เจ้ามายุ่งเรื่องคนอื่น</size>
<size\=24>他毕竟不姓唐，想来只是唐家少不了他出力，才让他带队的。</size>	<size\=24>อย่างไรเขาก็ไม่ได้แซ่ถัง คิดว่าคงเป็นเพราะตระกูลถังขาดแรงเขาไม่ได้ จึงให้เขาเป็นหัวหน้าคณะ</size>
<size\=24>代掌门，他们找到了唐门禁地。</size>	<size\=24>ท่านผู้รักษาการเจ้าสำนัก พวกเขาพบเขตต้องห้ามของสำนักถังแล้วเจ้าค่ะ</size>
<size\=24>以招换招……。</size>	<size\=24>ใช้กระบวนท่าแลกกระบวนท่า……</size>
<size\=24>但是我爱听这个，你可以多说一点肉麻话挠我。</size>	<size\=24>แต่ข้าชอบฟังแบบนี้นะ เจ้าพูดคำหวานเลี่ยนๆ ยั่วข้าอีกหน่อยก็ได้</size>
<size\=24>但还是……还是多谢你夸我……。</size><size\=24>我不认为自己相貌出众，虽然知道你不过同我说笑，还是多谢你抬举。</size>	<size\=24>แต่ถึงอย่างไร...ก็ยังต้องขอบคุณที่ชมข้าเจ้าค่ะ……</size><size\=24>ข้าไม่คิดว่าตนเองรูปโฉมงดงามเลิศเลอ ถึงจะรู้ว่าเจ้าเพียงพูดเล่นกับข้า ก็ยังขอบคุณที่ยกยอข้าเจ้าค่ะ</size>
<size\=24>住口。你想报恩，就得雪中送炭。</size><size\=24>锦上添花就不必了，看着像墙头草似的，没的让人看不起。</size><size\=24>何况在座都是高人，也没人问你意见。</size>	<size\=24>หุบปากซะ เจ้าอยากตอบแทนบุญคุณ ก็ต้องรู้จักส่งถ่านให้ยามหิมะตก</size><size\=24>ส่วนการปักดอกไม้เสริมผ้าแพรไม่จำเป็นหรอก ดูเหมือนหญ้าลู่ตามลม เดี๋ยวจะถูกคนดูแคลนเปล่าๆ</size><size\=24>ยิ่งกว่านั้นในที่นี้ล้วนเป็นผู้ทรงวิทยายุทธ์ทั้งนั้น ก็ไม่มีใครถามความเห็นเจ้าสักหน่อย</size>
<size\=24>住口师弟！这里人这么多，别说这种脏话！</size>	<size\=24>หุบปากเถิด ศิษย์น้อง! ที่นี่มีคนมากมายขนาดนี้ อย่าพูดคำหยาบคายแบบนั้น!</size>
<size\=24>何况……我就喜欢你这样有气魄。</size><size\=24>回头奖励你，生个娃儿给你玩。</size>	<size\=24>ยิ่งกว่านั้น...ข้าชอบเจ้าที่มีความกล้าหาญห้าวหาญแบบนี้แหละ</size><size\=24>เดี๋ยวจะให้รางวัลเจ้า ให้กำเนิดเด็กสักคนไว้ให้เจ้าเล่น</size>
<size\=24>你……好，算你狠。</size><size\=24>掌门在此，我暂时不跟你计较。</size>	<size\=24>เจ้า...ก็ได้ ถือว่าเจ้าเก่งเด็ดขาดจริง</size><size\=24>ในเมื่อเจ้าสำนักอยู่ที่นี่ ข้าจะยังไม่ถือสาเจ้าไปก่อน</size>
<size\=24>你、你们真是结拜兄弟？</size><size\=24>知道你们交谊匪浅，不想竟是金兰之交……。</size>	<size\=24>เจ้า เจ้าทั้งสองเป็นพี่น้องร่วมสาบานกันจริงๆ หรือ?</size><size\=24>รู้อยู่ว่าความสัมพันธ์ของเจ้าทั้งสองลึกซึ้งไม่ธรรมดา แต่ไม่คิดว่าจะเป็นถึงพี่น้องร่วมสาบานเช่นนี้……</size>
<size\=24>你不早就清楚了？我见着他们来时，还与你寒暄。</size><size\=24>他们一到，先哭后笑，既哀大师兄之丧，也庆小师妹之喜。</size>	<size\=24>เจ้าไม่รู้เรื่องมาก่อนแล้วหรือ? ตอนที่ข้าเห็นพวกเขามาถึง ข้าก็ยังทักทายกับเจ้าอยู่เลย</size><size\=24>พอพวกเขามาถึงก็ร้องไห้ก่อนแล้วค่อยหัวเราะ ทั้งโศกเศร้ากับการจากไปของพี่ใหญ่ และร่วมยินดีกับเรื่องมงคลของศิษย์น้องคนเล็ก</size>
<size\=24>你不知道，南宫世家人面广，是他们肯礼贤下士。</size><size\=24>碰着每个唐门弟子就慰问，见过面的都记得名字，没碰面的也寒暄一番。</size>	<size\=24>เจ้าไม่รู้หรอก ตระกูลหนานกงมีเส้นสายกว้างขวาง เป็นเพราะพวกเขายอมนอบน้อมต่อผู้มีความสามารถ</size><size\=24>เจอศิษย์สำนักถังคนไหนก็ทักทายไต่ถาม คนที่เคยพบก็จำชื่อได้ ส่วนคนที่ไม่เคยพบก็ยังทักทายกันสักหน่อย</size>
<size\=24>你们先出去吧。</size>	<size\=24>พวกเจ้าออกไปก่อนเถิด</size>
<size\=24>你们此刻才知道吗？</size><size\=24>如果大师兄等下被干掉，你们别派的就快下山吧。</size><size\=24>至于本门的，该进毒砂缸就进，反抗只会更惨而已。</size>	<size\=24>พวกเจ้าเพิ่งจะรู้ตอนนี้หรือ?</size><size\=24>หากพี่ใหญ่ถูกจัดการเสียในอีกไม่ช้า พวกเจ้าที่มาจากสำนักอื่นก็รีบลงเขาไปเถิด</size><size\=24>ส่วนคนในสำนักเรา ใครควรลงถังทรายพิษก็ลงไปเถิด ขืนขัดขืนมีแต่จะยิ่งลำบากกว่าเดิม</size>
<size\=24>你别劝，没看帮主气得头上冒烟吗？</size><size\=24>要不是这么多武林同道在看，只怕他已经大发雷霆了。</size>	<size\=24>เจ้าอย่าห้ามเลย ไม่เห็นหรือว่าเจ้าพรรคโกรธจนควันออกหัวแล้ว?</size><size\=24>ถ้าไม่ใช่เพราะมีเพื่อนร่วมยุทธจักรมากมายเฝ้าดูอยู่ เกรงว่าเขาคงลุกเป็นไฟไปแล้ว</size>
<size\=24>你千万别食言，一定要来找我。</size>	<size\=24>เจ้าอย่าได้กลืนคำพูดเป็นอันขาด ต้องมาหาข้าให้ได้นะ</size>
<size\=24>你哥呢？他若不在，你捅的娄子没人收拾。</size>	<size\=24>พี่ชายเจ้าอยู่ไหน? ถ้าเขาไม่อยู่ เรื่องยุ่งที่เจ้าก่อไว้ก็ไม่มีใครจัดการให้</size>
<size\=24>你家大小姐好像生气了。</size>	<size\=24>ดูเหมือนคุณหนูใหญ่บ้านเจ้าจะโกรธแล้วนะ</size>
<size\=24>你干嘛刺激人家，别说了，别说了。</size>	<size\=24>เจ้าไปยั่วโทสะนางทำไม อย่าพูดแล้ว อย่าพูดแล้ว</size>
<size\=24>你怕我在崆峒吃苦，每回过来都硬要把钱财往我掌心里塞。</size><size\=24>我都默默收着，如今你正是用钱之际，可别跟我推辞，不然小妹要生气的。」</size>	<size\=24>เจ้ากลัวข้าลำบากที่คงถง ทุกครั้งที่มาก็ต้องยัดเงินทองใส่ฝ่ามือข้าจนได้</size><size\=24>ข้าก็เก็บไว้เงียบๆ มาตลอด บัดนี้ถึงคราวที่เจ้าต้องใช้เงินแล้ว อย่ามาปฏิเสธข้านะ ไม่งั้นน้องสาวจะโกรธเอา」</size>
<size\=24>你有疑虑怎么方才不先讨论啊。</size>	<size\=24>เจ้ามีข้อกังขาทำไมเมื่อกี้ไม่พูดหารือกันก่อนล่ะ</size>
<size\=24>你泡的太敷衍了，那什么茶焙笼、茶辗、茶磨、茶筛一概没用上。</size><size\=24>难怪大小姐要不高兴了。</size>	<size\=24>เจ้าชงชาลวกๆ ไปหน่อย พวกเครื่องคั่วชา ลูกกลิ้งใบชา โม่ชา ตะแกรงร่อนชาอะไรพวกนั้นไม่ได้ใช้เลยสักอย่าง</size><size\=24>มิน่าล่ะคุณหนูใหญ่ถึงไม่พอใจ</size>
<size\=24>你磕头喊我一声爷爷，我就大发慈悲，放你一条活路远走高飞。</size><size\=24>说到底，和尚压根没把你放眼里。</size><size\=24>似你这种浑身臭泥的贱种，摁进屎坑里也一般脏，叫人得意不起来。</size>	<size\=24>เจ้าคุกเข่าก้มหัวเรียกข้าว่าท่านปู่สักคำ ข้าก็จะเมตตาปล่อยเจ้าไปมีชีวิตรอด บินไกลไปเลยก็ได้</size><size\=24>พูดไปพูดมา อาตมาไม่เคยเอาเจ้าใส่สายตาเลยตั้งแต่แรก</size><size\=24>อย่างเจ้าที่เป็นเดนมนุษย์เปื้อนโคลนเหม็นทั่วทั้งตัวเช่นนี้ ต่อให้จับกดลงส้วมก็สกปรกพอกัน ทำให้คนอื่นไม่รู้สึกสะใจด้วยซ้ำ</size>
